etudiant_id,niveau,filiere,moy_semestre_prec,note_cc1,note_cc2,note_cc3,taux_absence_actuel,pente_evolution,nb_matieres_sous_10,ratio_notes_obtenues,moyenne_finale
ETU01816,L3,Droit,11.12,17.29,17.7,16.27,27.33,-1.02,1,0.876,13.27
ETU01817,L1,Droit,10.38,18.28,17.99,19.88,30.87,1.6,3,0.705,13.27
ETU01818,L1,Informatique,12.48,13.99,12.63,12.84,16.34,-1.14,1,0.713,11.89
ETU01819,L2,Médecine,17.56,11.76,12.9,14.1,3.43,2.34,0,0.839,14.28
ETU01820,M2,Droit,17.37,12.21,9.44,11.51,16.82,-0.7,5,0.505,13.1
ETU01821,M1,Informatique,8.28,11.42,9.84,9.29,12.3,-2.13,4,0.694,8.18
ETU01822,L1,Gestion,13.16,7.17,5.77,4.83,0.81,-2.34,5,0.59,8.47
ETU01823,L1,Droit,12.94,9.28,8.72,12.73,33.57,3.45,2,0.59,9.35
ETU01824,L2,Médecine,11.86,6.27,8.41,9.61,25.05,3.34,3,0.775,9.54
ETU01825,L2,Gestion,15.29,6.24,7.57,7.45,27.5,1.21,0,0.623,9.69
ETU01826,M2,Ingénierie,14.4,9.37,9.72,11.88,20.89,2.52,1,0.688,11.54
ETU01827,L1,Médecine,9.58,14.33,14.61,14.45,9.42,0.12,0,0.859,13.05
ETU01828,M1,Informatique,10.53,13.59,13.77,14.56,20.46,0.97,2,0.81,11.03
ETU01829,L2,Informatique,17.55,12.83,15.09,14.54,23.81,1.71,2,0.665,14.4
ETU01830,L2,Médecine,10.24,15.49,12.96,13.24,20.91,-2.25,1,0.525,10.7
ETU01831,L2,Droit,11.77,10.92,12.28,12.16,4.45,1.25,4,0.513,12.96
ETU01832,M1,Informatique,18.65,11.19,10.63,9.8,28.47,-1.39,3,0.744,15.0
ETU01833,M1,Ingénierie,17.14,12.25,13.21,13.87,10.41,1.62,2,0.711,13.52
ETU01834,L3,Informatique,15.09,5.93,6.89,6.24,13.89,0.3,2,0.898,11.48
ETU01835,M2,Droit,9.95,13.14,14.44,15.61,19.27,2.46,3,0.541,13.76
ETU01836,M2,Informatique,14.17,15.5,18.08,17.92,34.22,2.42,2,0.925,12.24
ETU01837,M1,Ingénierie,14.35,8.69,6.83,4.55,10.94,-4.14,4,0.606,11.3
ETU01838,L3,Droit,11.35,16.97,18.68,19.91,1.47,2.94,4,0.675,11.74
ETU01839,L3,Médecine,6.47,8.73,8.83,10.09,34.04,1.36,1,0.93,7.57
ETU01840,M1,Ingénierie,10.76,12.18,11.69,15.37,33.51,3.19,5,0.919,10.45
ETU01841,L3,Gestion,12.61,17.24,20.0,20.0,6.94,2.76,2,0.757,12.45
ETU01842,L1,Gestion,18.35,15.33,16.59,17.16,29.02,1.83,1,0.541,16.58
ETU01843,M1,Médecine,15.46,13.07,12.64,13.66,32.19,0.59,5,0.795,12.66
ETU01844,L2,Ingénierie,7.4,13.72,15.35,17.18,0.45,3.47,2,0.881,10.12
ETU01845,M1,Informatique,9.92,6.52,6.66,8.39,26.42,1.87,0,0.631,8.97
ETU01846,L1,Droit,12.78,14.79,14.34,15.12,6.3,0.33,3,0.592,13.91
ETU01847,L1,Gestion,11.86,13.57,12.86,13.11,28.95,-0.46,2,0.749,9.09
ETU01848,L3,Informatique,6.07,6.18,6.84,8.4,0.73,2.22,1,0.875,3.89
ETU01849,M1,Informatique,18.16,6.74,6.02,6.21,24.19,-0.53,4,0.752,11.35
ETU01850,L3,Droit,17.75,18.59,19.03,17.39,28.59,-1.2,2,0.62,14.59
ETU01851,L1,Informatique,18.01,7.49,9.02,7.07,1.25,-0.42,3,0.934,14.26
ETU01852,L2,Médecine,11.57,17.54,17.91,17.77,26.5,0.23,0,0.936,12.52
ETU01853,L3,Informatique,16.83,8.86,12.03,12.51,4.16,3.64,2,0.829,13.92
ETU01854,L2,Droit,15.21,10.55,10.77,14.77,2.77,4.23,0,0.537,13.17
ETU01855,M2,Gestion,12.65,12.78,15.0,15.12,32.22,2.34,1,0.616,10.22
ETU01856,L3,Droit,7.0,13.76,15.43,15.8,32.31,2.03,4,0.809,9.79
ETU01857,M2,Informatique,8.18,11.97,14.46,14.15,25.94,2.18,5,0.891,8.27
ETU01858,L1,Informatique,9.1,9.88,13.04,14.26,31.16,4.39,2,0.737,8.34
ETU01859,L3,Gestion,17.65,11.98,9.54,10.26,0.58,-1.72,4,0.652,12.05
ETU01860,M2,Médecine,14.65,14.81,15.41,14.75,17.91,-0.06,4,0.942,11.85
ETU01861,L2,Droit,18.78,10.55,10.58,9.37,30.51,-1.18,4,0.691,12.57
ETU01862,M2,Gestion,13.36,12.63,13.0,12.7,31.25,0.06,0,0.958,11.31
ETU01863,M1,Droit,7.1,10.31,9.91,8.95,12.85,-1.36,1,0.766,8.8
ETU01864,L3,Ingénierie,12.21,9.62,9.0,8.96,11.36,-0.66,4,0.807,8.43
ETU01865,L1,Ingénierie,7.45,9.18,7.73,8.25,24.5,-0.94,1,0.562,7.5
ETU01866,M2,Droit,17.72,8.14,8.48,8.03,2.11,-0.11,3,0.634,12.07
ETU01867,L3,Droit,9.62,15.65,17.25,19.73,27.32,4.08,5,0.987,12.22
ETU01868,M1,Gestion,8.56,18.77,18.23,20.0,8.74,1.23,4,0.859,12.81
ETU01869,M1,Médecine,12.65,5.41,5.11,5.07,18.26,-0.34,2,0.739,9.18
ETU01870,L3,Ingénierie,16.49,7.74,6.9,5.75,6.74,-1.99,1,0.761,10.3
ETU01871,L1,Ingénierie,12.63,18.5,17.21,17.46,25.7,-1.04,1,0.544,13.32
ETU01872,L3,Gestion,6.5,9.78,9.63,9.73,33.48,-0.05,3,0.892,6.92
ETU01873,L3,Médecine,15.66,10.45,11.16,11.37,18.93,0.92,4,0.536,13.86
ETU01874,L1,Informatique,6.44,14.28,16.37,16.07,33.28,1.79,5,0.693,9.75
ETU01875,L1,Informatique,13.86,9.94,8.35,7.08,14.07,-2.86,5,0.705,10.56
ETU01876,L2,Médecine,14.02,11.9,12.05,12.4,10.02,0.51,1,0.802,10.88
ETU01877,L2,Droit,8.71,17.61,19.58,19.35,29.35,1.74,0,0.708,11.46
ETU01878,L3,Gestion,11.81,12.91,11.34,11.25,1.33,-1.66,0,0.98,11.89
ETU01879,M1,Droit,6.08,14.34,16.44,16.88,9.84,2.54,1,0.899,10.47
ETU01880,L1,Droit,9.69,8.04,7.58,7.78,24.17,-0.26,2,0.98,8.41
ETU01881,M2,Gestion,14.05,8.66,9.93,10.34,6.61,1.68,0,0.759,9.67
ETU01882,M2,Droit,9.69,17.48,17.35,17.06,31.17,-0.42,5,0.651,10.56
ETU01883,L1,Informatique,6.62,17.85,18.73,19.57,16.88,1.73,2,0.991,11.17
ETU01884,L1,Médecine,14.77,16.3,18.91,18.13,8.61,1.84,0,0.541,16.4
ETU01885,M2,Ingénierie,15.65,6.71,6.73,5.39,12.99,-1.31,3,0.964,8.42
ETU01886,L3,Droit,17.22,16.46,18.15,17.12,9.93,0.66,0,0.548,14.43
ETU01887,L3,Médecine,17.38,5.27,5.88,5.17,24.53,-0.1,5,0.903,8.44
ETU01888,L3,Médecine,12.45,13.35,12.37,10.74,3.85,-2.61,5,0.89,11.92
ETU01889,M2,Droit,11.3,14.45,14.44,12.2,29.88,-2.26,5,0.83,12.27
ETU01890,L1,Ingénierie,13.62,10.97,10.86,11.91,5.21,0.94,2,0.891,12.48
ETU01891,M2,Gestion,16.3,11.71,9.79,12.0,9.89,0.29,3,0.544,13.6
ETU01892,L2,Médecine,12.18,15.39,16.27,17.41,21.93,2.03,0,0.687,11.73
ETU01893,M2,Gestion,18.94,17.53,18.72,18.29,12.4,0.76,0,0.668,17.11
ETU01894,L3,Gestion,14.29,7.65,9.07,6.79,17.85,-0.86,3,0.991,9.63
ETU01895,M1,Droit,10.01,6.94,9.28,9.87,19.92,2.93,4,0.736,9.24
ETU01896,L1,Médecine,16.32,13.82,15.45,13.34,9.07,-0.48,0,0.525,14.77
ETU01897,L2,Droit,7.96,8.23,7.53,7.7,18.71,-0.53,5,0.63,7.41
ETU01898,L1,Ingénierie,18.17,7.72,7.33,6.43,32.88,-1.28,2,0.922,12.51
ETU01899,L3,Gestion,10.42,7.85,9.31,6.19,0.09,-1.66,3,0.946,9.2
ETU01900,L1,Droit,14.91,7.76,8.54,11.06,20.87,3.31,0,0.964,11.94
ETU01901,L2,Droit,14.13,11.68,11.85,10.27,11.21,-1.41,5,0.572,14.04
ETU01902,L3,Médecine,7.25,18.5,17.39,17.16,30.17,-1.35,3,0.844,11.34
ETU01903,L3,Droit,15.38,16.59,16.0,16.1,3.38,-0.49,2,0.701,13.65
ETU01904,M2,Droit,10.05,12.61,13.68,13.28,2.12,0.67,3,0.868,10.69
ETU01905,M1,Informatique,10.96,6.14,3.41,4.41,14.17,-1.73,4,0.912,9.05
ETU01906,M2,Informatique,7.25,14.42,11.11,10.3,23.58,-4.12,0,0.631,10.14
ETU01907,L3,Informatique,16.53,11.32,12.56,13.43,0.23,2.11,0,0.75,14.0
ETU01908,L2,Médecine,17.18,15.9,15.3,16.07,28.39,0.18,3,0.664,12.54
ETU01909,L2,Gestion,7.75,11.92,12.82,11.05,11.78,-0.86,4,0.728,8.26
ETU01910,M1,Droit,16.56,14.36,16.92,17.57,32.21,3.22,5,0.645,14.46
ETU01911,M2,Droit,17.67,7.8,6.48,5.2,31.7,-2.6,0,0.67,11.85
ETU01912,M2,Gestion,7.26,16.67,14.36,12.91,26.73,-3.75,2,0.636,10.88
ETU01913,L2,Informatique,18.97,15.91,15.7,16.43,25.8,0.52,4,0.649,12.81
ETU01914,L3,Droit,6.06,10.24,9.41,9.1,21.03,-1.14,5,0.789,8.54
ETU01915,M1,Gestion,16.95,18.49,18.65,19.51,27.81,1.02,1,0.8,17.3
ETU01916,M2,Droit,13.26,7.25,8.25,9.13,6.23,1.88,5,0.96,7.78
ETU01917,L2,Médecine,18.44,5.28,5.97,4.13,28.6,-1.15,4,0.695,10.92
ETU01918,M1,Médecine,10.4,15.68,15.95,17.36,19.78,1.68,1,0.829,13.1
ETU01919,M2,Droit,10.69,13.41,15.2,15.92,27.37,2.51,4,0.983,9.73
ETU01920,L1,Ingénierie,16.92,6.55,7.76,7.18,17.28,0.63,3,0.733,10.93
ETU01921,L2,Ingénierie,15.24,7.23,7.16,7.26,22.08,0.02,5,0.89,11.21
ETU01922,L3,Médecine,13.81,6.83,7.99,9.44,11.96,2.61,4,0.985,10.14
ETU01923,M2,Ingénierie,14.38,7.34,5.22,5.04,14.85,-2.3,1,0.895,9.57
ETU01924,M2,Ingénierie,14.87,11.46,13.26,16.73,12.77,5.27,4,0.54,13.68
ETU01925,L1,Ingénierie,6.62,5.71,5.95,8.48,25.92,2.77,2,0.597,5.56
ETU01926,L1,Informatique,7.53,12.27,10.67,11.15,7.02,-1.13,4,0.647,7.96
ETU01927,L2,Médecine,8.36,13.48,13.05,13.01,32.57,-0.47,0,0.843,10.31
ETU01928,L1,Informatique,8.3,15.18,16.94,16.96,29.02,1.78,1,0.836,12.19
ETU01929,L3,Gestion,16.96,18.24,17.29,16.69,30.16,-1.55,1,0.569,15.31
ETU01930,L2,Médecine,11.13,6.15,6.97,7.46,31.99,1.3,5,0.725,10.1
ETU01931,L2,Droit,12.36,5.49,7.01,8.34,15.26,2.85,2,0.711,10.29
ETU01932,L1,Médecine,7.16,6.95,7.18,5.46,31.22,-1.49,1,0.845,8.99
ETU01933,L2,Gestion,17.32,9.72,8.63,9.89,15.54,0.17,4,0.63,12.54
ETU01934,L1,Ingénierie,6.13,12.36,12.46,14.16,3.56,1.8,3,0.619,9.88
ETU01935,L2,Gestion,7.08,5.06,3.15,4.3,1.74,-0.76,3,0.798,7.18
ETU01936,L3,Médecine,16.56,14.69,14.16,14.27,2.23,-0.43,5,0.541,13.48
ETU01937,L2,Médecine,7.7,18.4,16.94,18.03,6.58,-0.36,5,0.834,10.69
ETU01938,M1,Informatique,16.31,8.5,8.63,10.88,12.59,2.38,2,0.72,11.28
ETU01939,L3,Ingénierie,10.56,5.12,3.42,3.63,34.27,-1.49,5,0.768,6.31
ETU01940,L2,Médecine,16.09,15.55,15.87,16.21,8.44,0.66,3,0.901,17.06
ETU01941,M1,Informatique,6.65,15.78,17.68,20.0,31.95,4.22,5,0.59,12.89
ETU01942,M2,Gestion,10.44,5.61,7.6,8.36,28.37,2.75,4,0.605,8.15
ETU01943,L3,Informatique,12.26,13.64,11.97,10.76,30.14,-2.88,0,0.951,10.43
ETU01944,M2,Droit,14.13,8.4,7.6,9.21,27.47,0.81,5,0.87,7.81
ETU01945,L2,Informatique,16.87,13.86,15.34,16.24,34.06,2.38,3,0.631,12.79
ETU01946,L3,Médecine,9.18,15.17,16.43,15.74,4.19,0.57,2,0.86,10.85
ETU01947,L3,Informatique,14.57,8.12,7.4,6.04,16.76,-2.08,2,0.729,9.93
ETU01948,M2,Médecine,7.97,8.65,8.12,8.78,12.0,0.13,3,0.809,7.7
ETU01949,M1,Médecine,16.34,13.56,13.89,14.1,9.95,0.53,5,0.893,14.04
ETU01950,L3,Gestion,18.13,13.15,10.6,9.04,15.64,-4.12,0,0.522,14.26
ETU01951,L2,Gestion,6.61,17.41,18.39,18.56,16.83,1.16,1,0.806,10.43
ETU01952,L1,Médecine,7.04,12.15,13.97,14.04,34.51,1.9,0,0.669,11.08
ETU01953,M2,Ingénierie,16.24,16.2,15.81,16.02,9.26,-0.18,1,0.758,15.15
ETU01954,L1,Ingénierie,17.44,15.25,13.32,14.36,31.91,-0.89,0,0.682,15.03
ETU01955,M1,Médecine,14.43,14.32,16.64,14.3,5.84,-0.02,1,0.971,13.23
ETU01956,L3,Gestion,12.0,7.68,8.21,6.85,23.28,-0.84,2,0.799,10.05
ETU01957,M1,Gestion,16.0,8.87,10.13,9.7,10.69,0.83,4,0.923,12.7
ETU01958,M2,Informatique,9.9,12.93,11.15,13.44,33.61,0.51,3,0.628,11.76
ETU01959,L1,Informatique,18.89,5.92,4.15,8.0,22.21,2.08,1,0.682,12.78
ETU01960,L1,Informatique,17.02,5.63,6.45,6.76,2.25,1.13,0,0.894,12.94
ETU01961,L2,Médecine,17.53,5.7,7.44,7.81,32.32,2.11,5,0.617,10.6
ETU01962,L3,Droit,17.11,17.9,16.4,13.04,10.28,-4.86,1,1.0,16.14
ETU01963,L1,Droit,18.13,14.64,14.69,16.35,32.46,1.7,4,0.83,12.95
ETU01964,M2,Gestion,6.84,16.71,14.53,15.51,0.47,-1.21,1,0.948,10.15
ETU01965,M1,Informatique,17.81,18.49,17.64,18.36,7.65,-0.13,3,0.552,16.44
ETU01966,M2,Droit,9.23,14.81,14.63,13.06,9.74,-1.75,5,0.707,9.4
ETU01967,L2,Droit,10.67,12.21,13.15,16.42,24.08,4.2,5,0.668,10.12
ETU01968,M2,Informatique,10.82,11.71,8.75,11.33,27.93,-0.38,0,0.985,8.89
ETU01969,L2,Médecine,9.02,15.44,17.62,18.37,22.05,2.92,3,0.572,12.25
ETU01970,L1,Gestion,11.7,17.15,17.09,18.88,2.17,1.73,2,0.874,13.52
ETU01971,M2,Droit,12.57,16.61,18.76,19.13,15.18,2.52,5,0.815,14.87
ETU01972,L1,Gestion,7.93,11.9,13.15,14.68,17.29,2.78,4,0.926,12.26
ETU01973,M1,Informatique,10.67,15.83,17.31,15.65,12.56,-0.18,0,0.989,12.77
ETU01974,L2,Ingénierie,10.53,11.67,14.9,11.79,14.68,0.12,5,0.903,10.18
ETU01975,M1,Médecine,14.77,10.38,9.41,7.8,16.89,-2.58,2,0.626,11.68
ETU01976,L2,Gestion,13.55,9.17,9.57,8.66,19.39,-0.51,4,0.917,9.55
ETU01977,L1,Gestion,15.31,5.76,4.48,3.81,22.08,-1.95,1,0.763,9.7
ETU01978,M2,Informatique,16.19,7.82,7.86,8.84,7.35,1.02,1,0.827,14.98
ETU01979,L2,Médecine,14.67,15.22,16.5,16.41,31.56,1.19,0,0.64,13.32
ETU01980,M1,Gestion,9.14,7.4,9.29,9.55,28.98,2.15,0,0.908,9.11
ETU01981,L1,Gestion,12.53,17.62,17.24,15.77,27.53,-1.85,5,0.722,12.41
ETU01982,M2,Ingénierie,12.07,6.1,4.49,2.89,28.2,-3.21,0,0.904,7.65
ETU01983,M1,Ingénierie,6.96,5.72,6.03,6.39,18.39,0.67,3,0.714,7.49
ETU01984,L3,Droit,17.63,11.74,10.66,10.14,33.36,-1.59,4,0.808,10.95
ETU01985,M2,Droit,7.19,8.12,7.45,7.76,12.81,-0.36,0,0.551,7.71
ETU01986,L3,Ingénierie,18.69,6.44,7.65,8.77,14.7,2.32,1,0.546,11.1
ETU01987,L2,Médecine,6.41,5.84,6.77,9.53,28.57,3.69,2,0.976,8.95
ETU01988,L2,Gestion,15.49,12.38,13.83,14.1,30.42,1.72,2,0.863,14.1
ETU01989,M1,Médecine,9.74,8.63,8.33,11.35,15.71,2.71,5,0.586,8.46
ETU01990,L3,Informatique,17.76,12.78,14.49,15.4,29.68,2.62,1,0.799,12.06
ETU01991,L3,Droit,16.71,7.08,7.3,8.63,22.16,1.56,4,0.891,12.06
ETU01992,M1,Droit,6.33,5.34,5.12,7.0,13.58,1.65,2,0.799,6.77
ETU01993,M1,Droit,6.29,5.38,3.93,5.31,31.69,-0.07,2,0.724,8.51
ETU01994,M1,Médecine,13.84,6.58,3.64,2.74,17.61,-3.84,2,0.918,10.67
ETU01995,M1,Informatique,7.94,16.14,14.0,15.92,29.72,-0.22,4,0.525,10.98
ETU01996,M1,Ingénierie,6.18,11.28,11.8,11.54,28.43,0.26,2,0.817,7.66
ETU01997,M1,Gestion,18.58,13.73,12.57,13.33,3.38,-0.41,3,0.737,14.44
ETU01998,M2,Gestion,14.23,17.25,14.98,15.48,30.49,-1.77,0,0.824,13.54
ETU01999,M1,Droit,6.14,7.98,7.55,9.56,5.68,1.59,1,0.645,8.38
ETU02000,L1,Ingénierie,12.38,17.2,17.82,18.71,28.49,1.51,2,0.581,12.41
ETU02001,M2,Ingénierie,8.05,15.44,16.26,14.48,26.44,-0.96,1,0.987,8.87
ETU02002,L2,Droit,16.47,15.21,15.36,18.8,25.8,3.59,0,0.932,17.1
ETU02003,M1,Droit,6.37,17.19,17.3,18.85,32.23,1.66,1,0.954,10.69
ETU02004,M1,Droit,10.82,6.76,6.15,5.63,21.02,-1.13,3,0.884,8.9
ETU02005,M1,Médecine,9.09,12.57,13.72,12.31,11.85,-0.26,5,0.532,9.25
ETU02006,L3,Ingénierie,18.75,11.77,11.7,13.43,20.76,1.66,4,0.814,15.68
ETU02007,L3,Informatique,7.02,14.3,14.38,13.15,24.36,-1.14,5,0.691,10.61
ETU02008,L1,Droit,15.36,8.33,10.09,11.59,12.76,3.26,3,0.667,12.26
ETU02009,L2,Droit,12.21,6.78,8.17,10.07,8.9,3.29,0,0.625,10.82
ETU02010,L1,Médecine,16.61,18.63,18.55,17.88,17.14,-0.75,0,0.59,15.87
ETU02011,M2,Informatique,8.79,11.52,11.23,10.42,31.44,-1.1,4,0.57,9.04
ETU02012,M2,Droit,17.12,8.25,7.95,7.54,22.07,-0.71,3,0.561,12.32
ETU02013,L1,Médecine,18.35,6.8,3.97,2.79,31.4,-4.02,5,0.856,10.8
ETU02014,M2,Informatique,8.77,13.31,15.16,15.8,16.63,2.49,2,0.965,10.81
ETU02015,M1,Informatique,9.16,7.07,6.24,7.1,33.14,0.03,5,0.69,6.1
ETU02016,L2,Informatique,18.53,7.56,9.04,10.44,27.7,2.87,2,0.553,12.72
ETU02017,L1,Ingénierie,11.64,18.33,18.59,17.64,12.41,-0.69,5,0.611,14.12
ETU02018,M1,Ingénierie,16.86,5.41,7.7,9.26,15.69,3.85,0,0.873,12.83
ETU02019,L1,Droit,16.95,7.62,8.61,7.43,34.92,-0.19,2,0.674,12.85
ETU02020,L1,Ingénierie,10.04,14.4,15.97,17.52,33.38,3.13,5,0.831,13.05
ETU02021,L1,Droit,8.32,8.04,7.35,5.42,14.36,-2.62,4,0.603,8.51
ETU02022,L1,Ingénierie,10.76,7.55,5.82,8.47,29.17,0.92,2,0.878,8.93
ETU02023,L1,Informatique,13.69,12.79,13.21,12.73,31.84,-0.06,5,0.828,12.05
ETU02024,L2,Médecine,12.46,14.74,12.07,13.27,8.81,-1.48,2,0.611,11.38
ETU02025,M2,Médecine,15.58,11.03,10.53,11.84,18.12,0.82,5,0.966,13.22
ETU02026,L2,Médecine,13.13,15.94,14.35,12.75,26.5,-3.19,0,0.761,13.78
ETU02027,L2,Droit,16.47,16.41,15.35,16.91,2.69,0.49,4,0.61,16.22
ETU02028,M2,Gestion,7.35,13.72,14.82,14.29,28.2,0.57,4,0.783,10.34
ETU02029,L3,Informatique,11.71,13.09,14.08,13.93,7.39,0.84,1,0.708,11.83
ETU02030,L1,Médecine,6.21,16.43,16.39,15.68,16.76,-0.75,1,0.959,9.89
ETU02031,L3,Droit,7.57,5.21,5.89,8.61,13.13,3.4,4,0.655,7.42
ETU02032,L3,Droit,10.31,12.15,11.54,10.08,25.91,-2.07,4,0.943,8.87
ETU02033,L3,Informatique,17.72,6.8,10.64,11.59,8.16,4.79,1,0.871,13.74
ETU02034,M2,Gestion,10.94,8.1,8.75,8.12,16.32,0.02,0,0.84,6.25
ETU02035,M1,Ingénierie,9.56,18.29,17.6,19.54,9.3,1.25,1,0.592,12.25
ETU02036,L1,Médecine,14.72,5.05,6.56,10.35,1.92,5.3,1,0.543,11.6
ETU02037,L2,Médecine,15.15,9.3,11.36,10.71,29.52,1.41,3,0.932,14.65
ETU02038,L3,Informatique,12.26,7.16,6.2,6.71,7.86,-0.45,4,0.785,9.56
ETU02039,M1,Droit,9.75,12.99,11.06,10.78,8.13,-2.21,1,0.983,10.39
ETU02040,L2,Droit,9.92,16.82,15.19,17.05,1.64,0.23,2,0.758,11.4
ETU02041,L3,Médecine,8.41,10.47,9.67,9.59,17.59,-0.88,1,0.796,11.02
ETU02042,L2,Médecine,10.71,16.72,16.84,18.5,9.41,1.78,0,0.999,12.09
ETU02043,M1,Informatique,8.19,11.16,8.92,8.62,19.79,-2.54,5,0.858,10.78
ETU02044,L2,Ingénierie,14.36,17.73,17.3,20.0,25.32,2.27,4,0.68,13.38
ETU02045,L3,Informatique,17.63,16.86,16.75,13.76,1.61,-3.1,4,0.914,16.24
ETU02046,M2,Droit,9.31,7.5,8.19,9.06,7.02,1.55,5,0.648,8.89
ETU02047,M2,Gestion,9.15,17.39,18.51,18.79,13.68,1.4,0,0.763,11.9
ETU02048,L3,Gestion,17.68,7.7,8.5,8.73,30.79,1.03,2,0.619,13.14
ETU02049,L2,Droit,13.38,11.87,14.75,15.48,3.84,3.62,4,0.997,14.63
ETU02050,L1,Droit,15.49,7.74,9.59,9.97,26.03,2.23,3,0.967,11.23
ETU02051,M2,Informatique,17.56,10.41,10.94,11.57,33.38,1.16,4,0.937,12.63
ETU02052,L3,Informatique,14.64,18.8,17.54,18.45,2.72,-0.34,2,0.701,14.51
ETU02053,L1,Médecine,15.65,15.71,14.9,17.82,11.66,2.11,0,0.864,14.93
ETU02054,M2,Informatique,11.03,12.76,10.81,6.97,26.93,-5.79,3,0.63,8.15
ETU02055,L3,Gestion,18.2,18.1,18.53,20.0,32.73,1.9,4,0.695,12.6
ETU02056,M1,Ingénierie,15.15,10.04,10.73,14.87,8.64,4.84,4,0.902,10.69
ETU02057,L1,Gestion,6.93,7.42,8.96,6.64,22.47,-0.79,1,0.528,7.13
ETU02058,M2,Informatique,13.74,16.61,17.21,17.58,25.6,0.97,3,0.525,12.26
ETU02059,L2,Droit,7.23,5.17,6.95,9.31,14.14,4.14,3,0.831,7.61
ETU02060,M1,Droit,12.79,16.26,18.08,19.75,23.43,3.49,1,0.887,13.19
ETU02061,L2,Informatique,7.15,5.31,3.96,6.78,19.22,1.47,1,0.692,6.03
ETU02062,L1,Droit,14.15,8.98,8.4,9.26,32.8,0.28,1,0.837,9.84
ETU02063,L3,Ingénierie,11.93,9.98,10.16,7.41,18.86,-2.57,0,0.951,11.26
ETU02064,L1,Ingénierie,13.19,9.46,8.6,10.86,18.08,1.4,3,0.55,11.15
ETU02065,L3,Informatique,14.44,8.41,8.24,9.5,23.43,1.09,1,0.915,12.88
ETU02066,L3,Médecine,9.25,6.51,7.17,9.67,5.33,3.15,3,0.791,9.16
ETU02067,L1,Médecine,10.15,5.04,5.06,3.06,18.58,-1.99,3,0.711,5.2
ETU02068,L3,Médecine,12.27,15.85,16.05,14.52,1.77,-1.32,3,0.526,11.66
ETU02069,L3,Médecine,13.36,11.4,10.18,10.51,21.95,-0.89,5,0.692,11.09
ETU02070,L3,Médecine,18.01,7.27,8.23,10.53,18.71,3.26,0,0.897,13.11
ETU02071,L1,Ingénierie,10.57,6.15,7.0,9.72,29.38,3.57,0,0.771,8.32
ETU02072,M1,Gestion,13.69,8.9,7.95,7.17,27.92,-1.73,2,0.588,9.12
ETU02073,L2,Informatique,17.99,9.96,8.22,7.91,15.14,-2.05,0,0.616,11.88
ETU02074,L2,Gestion,15.33,11.46,13.51,18.11,23.06,6.65,4,0.924,13.4
ETU02075,M2,Informatique,10.27,6.41,9.24,8.71,10.62,2.29,2,0.716,9.38
ETU02076,M2,Informatique,11.39,18.72,19.27,20.0,13.57,1.28,0,0.548,12.6
ETU02077,L1,Informatique,17.42,8.76,8.42,8.04,2.73,-0.72,0,0.987,13.02
ETU02078,L3,Droit,11.69,11.18,12.95,13.96,3.52,2.78,5,0.627,12.03
ETU02079,L2,Ingénierie,9.28,14.93,15.83,14.83,28.66,-0.09,2,0.898,10.75
ETU02080,M1,Informatique,12.8,9.34,9.23,8.27,34.02,-1.07,2,0.506,9.06
ETU02081,M1,Médecine,8.42,6.15,7.81,7.55,17.12,1.4,1,0.628,8.93
ETU02082,L3,Ingénierie,13.57,10.27,9.26,8.74,4.48,-1.53,4,0.669,12.71
ETU02083,M1,Droit,18.89,12.74,11.9,11.75,3.09,-0.99,4,0.93,13.87
ETU02084,M1,Informatique,18.6,16.78,17.53,18.62,1.59,1.83,2,0.874,15.85
ETU02085,M2,Médecine,13.98,10.15,10.52,13.66,30.76,3.51,5,0.654,12.04
ETU02086,M2,Gestion,17.52,17.45,18.61,18.02,15.48,0.57,2,0.894,14.39
ETU02087,L3,Informatique,16.6,12.65,14.64,13.45,30.81,0.81,5,0.905,11.65
ETU02088,L1,Droit,18.36,15.04,12.92,13.23,12.7,-1.81,5,0.756,13.59
ETU02089,M2,Informatique,17.35,5.42,5.68,4.7,20.58,-0.72,2,0.754,11.27
ETU02090,L3,Gestion,17.7,17.54,20.0,18.44,23.58,0.9,3,0.755,14.76
ETU02091,M2,Médecine,8.98,7.99,7.29,9.19,1.75,1.2,5,0.584,8.91
ETU02092,M1,Informatique,8.05,9.56,8.69,9.11,23.86,-0.45,0,0.906,6.01
ETU02093,L3,Droit,6.57,12.33,9.17,9.74,27.99,-2.59,2,0.857,8.63
ETU02094,M2,Ingénierie,14.57,18.44,18.79,16.2,0.77,-2.24,5,0.925,16.3
ETU02095,M1,Gestion,18.14,9.84,10.91,10.33,2.06,0.49,1,0.908,12.66
ETU02096,M1,Gestion,18.92,8.09,9.15,7.33,18.27,-0.76,2,0.893,13.21
ETU02097,L3,Médecine,17.08,18.45,17.09,17.36,34.0,-1.09,5,0.89,14.39
ETU02098,L2,Médecine,16.8,16.32,16.51,17.01,34.06,0.69,4,0.972,14.44
ETU02099,L2,Droit,12.75,14.29,14.82,15.32,3.84,1.03,2,0.803,12.72
ETU02100,M1,Médecine,11.88,10.73,11.01,10.31,26.63,-0.42,0,0.914,10.15
ETU02101,L2,Médecine,14.32,10.89,9.44,8.46,27.77,-2.42,1,0.901,9.93
